CustomerID,Age,Gender,Location,Tenure,Number_of_Orders,Average_Order_Value,Total_Spending,Last_Purchase_Days_Ago,Payment_Method,Discount_Used,Satisfaction_Score,App_Usage_Time,Customer_Support_Calls,Returned_Orders,Churn
CUST031359,43,Male,Chennai,7,15,2722.98,41573.18,118,UPI,1,5,9.8,5,1,Yes
CUST031360,49,Female,Mumbai,83,216,262.26,65761.35,2,Wallet,1,7,88.5,4,21,No
CUST031361,22,Female,Hyderabad,35,82,495.11,34836.2,14,Credit Card,1,9,41.4,1,2,No
CUST031362,35,Female,Hyderabad,8,4,1916.4,9065.86,143,Credit Card,1,6,56.5,3,0,No
CUST031363,37,Female,Mumbai,81,103,1551.99,163143.72,57,UPI,0,9,101.0,1,22,No
CUST031364,29,Male,Pune,15,8,1364.71,9439.54,45,Net Banking,0,2,65.2,1,0,No
CUST031365,31,Male,Delhi,26,19,2575.65,39343.08,41,Debit Card,0,6,1.9,1,3,Yes
CUST031366,48,Male,Bangalore,13,26,5871.26,131911.67,5,UPI,0,6,36.1,1,11,Yes
CUST031367,43,Male,Mumbai,27,28,2396.75,70493.1,36,Net Banking,0,6,69.3,2,4,No
CUST031368,47,Female,Bangalore,16,46,2431.59,106478.4,23,Net Banking,1,10,8.5,1,4,No
CUST031369,42,Male,Delhi,13,37,2533.51,76715.91,65,Net Banking,1,9,5.0,1,3,No
CUST031370,27,Male,Hyderabad,1,1,1325.13,1091.44,70,Debit Card,1,7,7.9,1,0,No
CUST031371,43,Female,Delhi,6,12,2604.1,31313.28,212,Credit Card,0,8,54.7,2,3,No
CUST031372,26,Female,Chennai,11,16,300.0,5690.47,57,Debit Card,0,9,19.2,1,1,No
CUST031373,34,Male,Delhi,2,3,1438.33,3473.32,44,Debit Card,1,10,12.7,6,0,No
CUST031374,25,Female,Delhi,36,28,1372.88,33482.92,3,Debit Card,1,4,19.1,2,0,No
CUST031375,30,Female,Hyderabad,21,25,2182.0,52209.05,39,Credit Card,1,2,7.5,1,0,No
CUST031376,39,Male,Delhi,13,30,1019.72,26052.5,8,UPI,1,9,20.4,2,0,No
CUST031377,32,Male,Delhi,36,78,1546.66,126199.01,111,UPI,1,6,16.9,0,10,No
CUST031378,27,Female,Ahmedabad,23,30,1461.07,38951.65,24,Wallet,1,2,27.5,4,4,No
CUST031379,51,Female,Kolkata,23,64,889.27,57539.45,24,Net Banking,0,3,8.2,2,12,No
CUST031380,36,Male,Bangalore,9,21,798.76,20082.64,44,Credit Card,1,3,2.0,0,4,Yes
CUST031381,31,Female,Mumbai,38,22,2594.51,64631.6,43,UPI,1,6,0.9,1,5,No
CUST031382,25,Female,Chennai,6,11,2617.73,24971.71,61,Debit Card,0,6,39.4,0,1,Yes
CUST031383,18,Male,Mumbai,1,1,3544.37,3606.21,44,Credit Card,0,7,2.9,0,0,No
CUST031384,35,Female,Pune,8,21,5240.99,90131.99,1,Credit Card,1,6,20.3,1,0,No
CUST031385,21,Female,Bangalore,18,14,2610.97,35019.48,44,Debit Card,1,7,41.0,3,0,No
CUST031386,46,Male,Delhi,1,2,1974.38,3569.08,22,UPI,0,6,16.1,1,0,No
CUST031387,38,Female,Pune,79,218,2229.86,399298.71,120,Debit Card,1,10,4.8,1,70,No
CUST031388,56,Male,Mumbai,72,198,1461.91,235735.91,242,Wallet,1,7,42.9,1,8,No
CUST031389,40,Female,Hyderabad,4,3,1916.32,6831.07,47,Debit Card,1,5,0.3,1,0,No
CUST031390,29,Female,Hyderabad,34,54,2139.36,114269.21,4,Net Banking,0,9,0.5,3,4,Yes
CUST031391,18,Female,Mumbai,3,1,1544.82,1721.58,41,Credit Card,0,7,58.0,2,0,No
CUST031392,47,Male,Hyderabad,66,54,1630.96,103255.73,142,Debit Card,0,9,2.4,0,0,No
CUST031393,22,Male,Pune,23,67,1388.74,100230.39,8,Wallet,0,6,105.2,1,5,No
CUST031394,33,Male,Pune,3,5,444.59,2099.44,19,UPI,1,5,18.3,1,0,No
CUST031395,58,Male,Chennai,8,11,910.65,9178.15,97,Wallet,1,7,6.8,0,2,Yes
CUST031396,45,Female,Mumbai,44,73,921.52,71316.34,14,Credit Card,0,5,15.9,2,16,No
CUST031397,42,Male,Mumbai,30,70,1859.61,105903.26,1,Credit Card,0,9,49.8,2,6,Yes
CUST031398,49,Male,Delhi,57,93,587.28,45719.57,26,Debit Card,1,2,103.1,1,3,No
CUST031399,48,Male,Ahmedabad,12,10,1134.12,9974.87,99,Wallet,0,10,69.0,2,0,No
CUST031400,56,Female,Mumbai,8,6,1580.7,11095.08,43,UPI,1,7,71.0,0,0,Yes
CUST031401,30,Male,Chennai,5,8,1310.59,11272.66,75,Credit Card,0,5,32.6,2,4,Yes
CUST031402,33,Male,Kolkata,3,6,493.51,3220.59,99,Credit Card,0,7,58.8,2,0,No
CUST031403,26,Male,Bangalore,6,10,923.56,10916.45,19,Debit Card,1,4,7.9,1,0,No
CUST031404,37,Female,Kolkata,38,103,1602.39,163858.23,15,UPI,0,8,70.1,1,6,No
CUST031405,36,Male,Delhi,36,89,2065.73,214144.81,7,UPI,1,6,74.7,3,6,No
CUST031406,18,Female,Bangalore,1,2,979.46,1576.68,9,UPI,0,7,32.8,2,0,No
CUST031407,30,Male,Chennai,10,23,1489.64,35857.91,15,Net Banking,1,5,5.1,2,1,No
CUST031408,55,Female,Hyderabad,25,27,1273.24,32336.44,24,Credit Card,1,8,8.6,1,3,No
CUST031409,40,Female,Bangalore,9,7,2123.81,12748.5,132,UPI,1,7,0.1,1,2,No
CUST031410,46,Female,Bangalore,1,2,1215.08,1945.44,5,UPI,1,3,27.4,2,0,No
CUST031411,36,Female,Chennai,14,24,1873.01,36280.2,87,Debit Card,1,3,43.2,0,0,No
CUST031412,18,Female,Kolkata,21,23,350.59,7062.23,62,UPI,0,5,35.0,1,3,No
CUST031413,36,Male,Bangalore,26,21,1182.0,23406.68,5,Credit Card,1,5,18.3,2,3,Yes
CUST031414,50,Female,Chennai,84,212,3155.64,687369.28,40,Debit Card,0,10,21.2,2,22,No
CUST031415,23,Male,Pune,11,17,1763.9,25720.39,24,Credit Card,1,5,20.7,5,3,Yes
CUST031416,46,Female,Ahmedabad,41,21,1729.35,36121.13,3,Debit Card,1,9,7.4,1,2,No
CUST031417,18,Male,Mumbai,38,23,2368.98,60107.41,12,UPI,1,9,71.9,0,3,No
CUST031418,38,Female,Mumbai,33,24,1220.08,32255.49,8,Credit Card,0,9,8.3,4,2,No
CUST031419,44,Female,Mumbai,18,53,3082.92,170239.3,17,Credit Card,0,3,33.4,1,6,No
CUST031420,34,Male,Delhi,59,65,1648.94,113794.7,64,Debit Card,1,5,0.1,3,3,No
CUST031421,67,Male,Chennai,1,1,2189.14,1952.07,47,Credit Card,1,6,142.9,2,0,Yes
CUST031422,32,Female,Mumbai,5,12,2640.65,36767.95,62,Debit Card,1,8,7.4,2,0,No
CUST031423,31,Female,Delhi,5,3,1567.54,4632.62,42,Net Banking,0,6,14.3,1,0,No
CUST031424,40,Female,Mumbai,1,2,3407.9,5612.64,91,UPI,0,6,16.6,0,0,No
CUST031425,28,Male,Kolkata,84,202,1948.48,397542.33,56,Credit Card,0,4,4.1,3,19,No
CUST031426,20,Female,Kolkata,1,1,2303.87,2364.82,1,Credit Card,1,9,4.6,0,0,No
CUST031427,24,Female,Bangalore,3,4,1215.7,5686.45,60,Debit Card,1,3,2.1,2,1,No
CUST031428,47,Female,Delhi,17,26,1222.14,29460.55,181,Wallet,1,8,40.7,3,4,No
CUST031429,34,Male,Kolkata,3,7,2307.06,14715.28,61,Debit Card,0,6,25.3,1,0,No
CUST031430,58,Female,Hyderabad,40,74,899.47,68051.42,86,Credit Card,1,6,21.0,1,13,No
CUST031431,32,Female,Mumbai,11,18,2523.77,39226.15,19,Debit Card,1,5,1.2,2,1,No
CUST031432,46,Female,Pune,3,4,1726.7,7120.47,48,UPI,1,5,25.2,4,0,Yes
CUST031433,44,Male,Delhi,12,30,1614.06,52628.24,52,Net Banking,1,5,38.9,3,2,Yes
CUST031434,32,Female,Kolkata,6,13,1408.34,20196.39,9,Credit Card,1,10,3.6,2,2,Yes
CUST031435,27,Male,Chennai,31,29,1431.35,49571.27,44,Debit Card,1,9,14.7,0,3,No
CUST031436,18,Female,Hyderabad,11,30,703.27,17963.12,30,Net Banking,0,7,10.4,1,1,Yes
CUST031437,44,Female,Hyderabad,50,58,1077.35,72619.17,8,Debit Card,1,9,45.7,2,2,Yes
CUST031438,52,Female,Mumbai,9,8,2080.92,13558.81,46,Debit Card,0,6,9.9,0,0,No
CUST031439,18,Male,Hyderabad,11,25,2609.27,58796.28,25,Net Banking,0,4,47.2,0,2,No
CUST031440,33,Male,Delhi,28,69,2246.78,125907.6,9,Debit Card,0,8,42.4,1,12,No
CUST031441,29,Female,Pune,4,7,1384.08,11367.99,112,Credit Card,0,3,20.9,0,1,No
CUST031442,44,Female,Delhi,30,41,2039.7,74300.15,12,Credit Card,1,7,24.6,2,7,No
CUST031443,34,Male,Mumbai,8,20,2413.14,50920.27,172,UPI,1,4,10.8,2,0,No
CUST031444,53,Male,Chennai,1,1,1561.17,1597.23,46,Debit Card,0,7,119.2,1,0,No
CUST031445,33,Female,Ahmedabad,55,68,1615.32,129428.56,71,UPI,0,6,0.7,0,5,No
CUST031446,23,Female,Mumbai,17,43,2417.53,115506.23,35,Debit Card,0,9,30.4,2,8,No
CUST031447,32,Female,Mumbai,30,18,2233.18,34325.62,5,Net Banking,0,7,9.6,2,1,No
CUST031448,33,Female,Delhi,2,1,3364.68,3970.76,47,UPI,0,8,14.2,1,0,No
CUST031449,44,Female,Mumbai,8,21,1571.83,30721.91,20,Credit Card,0,8,30.3,1,3,No
CUST031450,33,Male,Hyderabad,16,18,3312.29,57664.65,32,UPI,0,3,3.3,3,1,No
CUST031451,43,Female,Chennai,14,30,4007.33,125545.42,164,Credit Card,0,4,1.3,2,2,No
CUST031452,28,Female,Mumbai,54,71,5874.98,344606.7,22,Debit Card,1,7,6.2,4,4,No
CUST031453,34,Female,Mumbai,54,58,4487.76,210052.42,2,UPI,0,10,4.5,1,5,No
CUST031454,28,Male,Pune,73,57,1082.32,61931.5,45,Wallet,1,4,50.3,2,5,No
CUST031455,27,Male,Delhi,1,2,2671.81,4443.51,22,UPI,0,9,1.0,2,0,No
CUST031456,53,Female,Mumbai,2,3,1998.45,4883.15,12,Debit Card,1,7,16.6,1,0,No
CUST031457,29,Female,Mumbai,3,6,1559.3,10190.94,15,Wallet,1,6,94.2,2,0,No
CUST031458,33,Male,Pune,56,133,1754.87,278248.92,81,Credit Card,1,8,82.5,4,2,No
CUST031459,50,Male,Ahmedabad,3,4,1778.27,5908.52,27,Net Banking,1,6,8.4,0,0,Yes
CUST031460,47,Female,Pune,9,23,2900.03,77229.31,15,Debit Card,1,2,72.6,1,1,No
CUST031461,57,Male,Mumbai,1,1,3311.38,3215.05,44,Wallet,0,5,4.3,0,0,No
CUST031462,43,Female,Delhi,4,5,4073.55,22838.45,26,Debit Card,0,3,4.9,0,0,No
CUST031463,30,Female,Pune,36,90,3182.8,317900.2,49,Credit Card,1,5,35.9,0,0,Yes
CUST031464,62,Female,Pune,14,12,1486.73,21095.95,42,Debit Card,1,8,4.4,2,0,No
CUST031465,44,Male,Delhi,5,5,1956.71,7868.77,1,Credit Card,1,7,9.0,1,1,Yes
CUST031466,36,Female,Pune,45,66,1845.89,136470.34,73,Wallet,0,7,92.7,2,3,No
CUST031467,38,Male,Delhi,7,13,2425.82,31034.59,47,Debit Card,1,6,1.5,1,0,No
CUST031468,40,Male,Ahmedabad,19,23,3217.72,71379.16,25,Debit Card,0,1,18.5,0,1,No
CUST031469,35,Male,Kolkata,84,75,5290.07,415288.39,8,Wallet,1,5,32.2,0,6,No
CUST031470,21,Male,Kolkata,3,4,3982.66,16936.81,7,Net Banking,1,5,12.0,1,0,No
CUST031471,57,Male,Bangalore,52,124,2200.58,282884.47,120,Credit Card,1,8,24.9,0,4,No
CUST031472,37,Male,Chennai,14,25,1316.69,31934.85,12,Net Banking,1,5,10.4,0,3,No
CUST031473,40,Male,Hyderabad,44,122,1352.14,169956.67,75,UPI,1,3,11.9,1,37,No
CUST031474,62,Male,Mumbai,29,54,4351.29,272108.5,18,Credit Card,0,1,24.4,1,8,No
CUST031475,29,Female,Chennai,74,136,2064.17,261427.01,7,Credit Card,1,7,17.6,6,34,No
CUST031476,45,Male,Pune,36,47,1223.66,57109.81,70,Wallet,0,7,4.0,1,6,No
CUST031477,28,Female,Mumbai,4,4,2519.66,9356.63,4,Debit Card,1,9,75.5,3,0,No
CUST031478,41,Female,Delhi,21,23,1967.65,47097.72,2,UPI,1,1,15.4,2,4,No
CUST031479,40,Female,Pune,52,109,1432.24,171514.3,46,Credit Card,0,9,39.8,2,19,No
CUST031480,47,Female,Bangalore,2,2,880.6,2036.55,51,Net Banking,0,8,30.5,0,0,No
CUST031481,52,Female,Mumbai,8,21,3667.41,71732.07,23,UPI,0,10,45.6,2,1,No
CUST031482,31,Male,Delhi,9,15,4016.2,61214.15,6,Credit Card,1,4,30.2,2,0,Yes
CUST031483,55,Male,Hyderabad,24,55,1960.5,127958.87,41,Credit Card,1,5,42.7,0,2,No
CUST031484,55,Female,Chennai,79,152,3608.56,502058.08,137,Wallet,1,6,33.7,1,20,No
CUST031485,35,Male,Chennai,17,14,1860.51,31196.07,40,Debit Card,0,7,5.3,3,6,Yes
CUST031486,37,Male,Bangalore,31,36,1759.94,69170.05,201,Credit Card,1,7,11.5,1,2,Yes
CUST031487,32,Male,Hyderabad,19,39,1054.43,36203.4,53,UPI,1,3,9.4,4,4,No
CUST031488,34,Female,Pune,25,45,2315.85,92612.7,6,Credit Card,1,10,31.5,0,3,No
CUST031489,23,Female,Hyderabad,56,94,1200.74,92450.08,59,UPI,0,3,43.4,1,28,No
CUST031490,47,Female,Pune,25,39,1067.58,38600.82,7,Net Banking,0,7,96.8,1,14,Yes
CUST031491,18,Male,Delhi,11,30,2453.71,83633.45,29,Credit Card,0,9,38.0,5,6,Yes
CUST031492,29,Female,Kolkata,2,3,1676.31,5580.24,14,Debit Card,1,5,25.3,0,0,No
CUST031493,37,Male,Delhi,1,2,1114.42,2202.95,110,Net Banking,1,7,11.0,3,0,No
CUST031494,53,Male,Delhi,26,49,703.29,31939.15,52,Net Banking,1,3,26.3,0,5,No
CUST031495,31,Female,Hyderabad,22,13,4430.65,56842.35,105,Credit Card,0,10,48.3,4,0,No
CUST031496,43,Female,Ahmedabad,5,9,2657.18,23658.78,34,Credit Card,1,5,25.0,2,0,No
CUST031497,37,Female,Delhi,3,6,898.25,5788.72,90,Wallet,1,6,18.6,2,0,No
CUST031498,49,Male,Delhi,12,28,1244.11,28818.35,135,Credit Card,1,9,14.0,0,0,No
CUST031499,42,Male,Mumbai,14,11,2129.31,21531.02,27,Debit Card,0,9,71.0,0,0,No
CUST031500,47,Male,Bangalore,13,30,1497.31,40073.77,34,Credit Card,1,9,107.9,1,5,Yes
CUST031501,31,Male,Kolkata,6,8,1797.99,16283.51,103,Credit Card,1,5,1.5,1,0,Yes
CUST031502,25,Female,Kolkata,51,99,5549.02,460094.71,53,Debit Card,1,9,55.8,0,8,No
CUST031503,42,Male,Pune,7,7,4134.74,23632.57,15,Credit Card,1,8,58.9,1,0,Yes
CUST031504,32,Female,Delhi,20,27,1071.16,33078.63,34,UPI,1,8,3.3,2,9,No
CUST031505,38,Male,Bangalore,10,16,1500.83,25442.83,1,Wallet,1,8,19.5,2,2,No
CUST031506,41,Male,Mumbai,12,19,1212.12,24746.71,69,UPI,1,5,2.2,2,0,Yes
CUST031507,52,Female,Chennai,20,14,3405.64,44551.39,117,UPI,0,7,54.2,4,2,Yes
CUST031508,47,Female,Ahmedabad,34,50,1116.67,59802.85,127,Credit Card,1,1,1.1,3,3,No
CUST031509,29,Female,Pune,64,160,999.55,160511.68,20,Net Banking,0,5,18.4,2,49,Yes
CUST031510,24,Male,Bangalore,2,2,2241.72,4607.41,31,UPI,1,8,85.5,4,0,No
CUST031511,58,Female,Hyderabad,6,12,1333.57,16063.94,1,Credit Card,0,10,4.2,0,0,No
CUST031512,19,Female,Chennai,11,12,2300.97,30021.6,29,UPI,1,10,1.2,2,0,No
CUST031513,32,Female,Hyderabad,8,11,1397.93,17139.99,24,UPI,0,10,40.2,2,0,No
CUST031514,45,Male,Mumbai,16,26,2592.1,61409.98,22,UPI,0,9,9.5,1,6,No
CUST031515,57,Male,Hyderabad,8,15,2019.45,28276.96,180,UPI,1,4,16.7,1,2,No
CUST031516,35,Female,Chennai,55,157,1528.56,207202.88,14,Debit Card,1,7,4.5,2,29,No
CUST031517,38,Female,Ahmedabad,21,24,1923.51,47772.94,162,Debit Card,1,8,2.9,0,2,No
CUST031518,27,Female,Mumbai,35,29,3891.11,105166.72,82,Credit Card,1,5,13.5,3,9,Yes
CUST031519,39,Female,Bangalore,12,26,1638.04,47069.53,23,Net Banking,1,8,2.1,4,7,No
CUST031520,24,Male,Pune,15,30,3762.41,93598.38,38,Wallet,1,9,61.4,0,0,No
CUST031521,28,Male,Bangalore,1,2,1171.43,2704.91,17,Wallet,0,10,21.8,0,0,No
CUST031522,47,Female,Ahmedabad,7,6,811.16,4201.06,111,UPI,0,5,35.9,4,0,No
CUST031523,32,Female,Mumbai,15,13,1016.93,14715.0,11,UPI,1,9,34.0,1,0,No
CUST031524,49,Female,Mumbai,29,46,3340.43,138402.61,1,UPI,1,9,9.6,1,0,No
CUST031525,36,Female,Hyderabad,15,10,2753.05,23085.07,43,Debit Card,1,7,68.0,0,1,Yes
CUST031526,21,Male,Ahmedabad,75,53,813.26,41904.17,30,Net Banking,0,5,68.6,2,11,No
CUST031527,52,Female,Mumbai,2,4,2542.5,11602.15,30,Credit Card,1,4,3.0,2,0,Yes
CUST031528,22,Male,Hyderabad,23,22,1458.31,26568.88,67,Credit Card,1,8,4.4,0,8,No
CUST031529,30,Male,Bangalore,9,5,2725.69,12695.57,38,Wallet,0,9,57.5,3,1,No
CUST031530,35,Male,Bangalore,11,29,967.12,29422.73,74,Credit Card,1,9,65.1,2,3,No
CUST031531,50,Female,Hyderabad,35,77,1986.84,123452.3,26,Net Banking,1,3,48.2,2,1,No
CUST031532,31,Female,Delhi,25,40,1227.89,58759.22,97,UPI,1,7,32.2,3,1,No
CUST031533,26,Female,Chennai,14,41,3065.1,115975.04,24,UPI,0,5,12.2,0,14,Yes
CUST031534,39,Male,Hyderabad,24,58,858.33,57547.24,8,UPI,1,5,4.2,2,6,Yes
CUST031535,35,Female,Mumbai,43,103,2527.52,220890.67,105,Debit Card,1,4,14.8,3,7,Yes
CUST031536,32,Female,Bangalore,6,6,2797.05,15930.46,23,Credit Card,0,9,67.0,3,0,Yes
CUST031537,40,Male,Bangalore,15,8,1716.71,16248.82,88,UPI,0,5,4.6,2,0,No
CUST031538,23,Female,Mumbai,84,199,1404.47,312884.8,6,Credit Card,1,4,22.9,6,17,No
CUST031539,18,Male,Ahmedabad,1,2,829.97,1649.66,1,Credit Card,1,7,37.0,1,0,No
CUST031540,63,Female,Mumbai,16,23,2344.09,50522.91,194,Credit Card,1,7,23.2,1,0,Yes
CUST031541,39,Female,Mumbai,74,70,3454.31,212783.75,5,Debit Card,1,3,40.6,1,10,No
CUST031542,40,Female,Hyderabad,21,39,3143.95,134363.35,38,Credit Card,1,7,42.0,1,10,Yes
CUST031543,28,Male,Mumbai,16,39,990.42,40552.27,1,Wallet,0,8,58.1,0,0,No
CUST031544,48,Female,Ahmedabad,14,38,920.69,36131.71,11,UPI,0,9,16.8,1,4,No
CUST031545,31,Female,Ahmedabad,20,51,1851.73,103357.61,58,Debit Card,1,10,52.2,1,7,No
CUST031546,18,Male,Bangalore,28,79,332.07,24442.49,10,Credit Card,0,6,0.2,1,2,No
CUST031547,31,Male,Chennai,21,46,1870.59,102795.38,3,Net Banking,1,7,105.3,1,0,No
CUST031548,34,Male,Kolkata,2,3,1165.3,3467.71,106,Debit Card,0,3,4.2,2,0,No
CUST031549,35,Male,Delhi,16,28,1896.56,44430.71,15,UPI,1,8,104.9,2,1,No
CUST031550,35,Male,Bangalore,72,150,1027.78,180697.71,31,UPI,1,8,56.3,1,1,No
CUST031551,30,Female,Kolkata,13,13,1293.81,19818.23,7,UPI,0,5,33.1,3,1,No
CUST031552,29,Male,Bangalore,20,49,2303.17,126375.09,39,UPI,0,3,16.2,2,9,No
CUST031553,34,Female,Kolkata,13,38,1785.95,74925.15,42,Debit Card,0,9,29.1,1,12,No
CUST031554,18,Male,Hyderabad,1,2,1989.77,3944.7,6,Credit Card,1,7,33.0,0,0,Yes
CUST031555,18,Female,Hyderabad,3,8,1300.03,11442.9,125,Net Banking,1,4,7.1,2,0,Yes
CUST031556,39,Female,Hyderabad,7,15,2460.26,34970.17,32,Credit Card,1,8,3.7,3,1,No
CUST031557,39,Female,Pune,22,38,1504.57,48041.96,32,Wallet,1,9,29.5,2,0,No
CUST031558,48,Female,Kolkata,14,15,1107.48,17645.54,17,UPI,0,10,43.4,2,5,No
CUST031559,34,Female,Ahmedabad,54,142,1391.75,224399.67,119,UPI,0,7,110.4,2,7,No
CUST031560,23,Male,Delhi,17,42,2434.2,85807.01,79,Debit Card,0,9,3.3,2,1,No
CUST031561,18,Female,Ahmedabad,51,76,3553.41,235848.77,56,Net Banking,1,10,112.4,3,4,No
CUST031562,27,Male,Pune,15,37,1354.43,45183.9,9,Net Banking,1,7,27.8,0,3,No
CUST031563,43,Male,Chennai,29,23,4340.64,100235.56,12,Debit Card,1,4,6.3,1,7,No
CUST031564,55,Male,Bangalore,14,40,595.04,24779.91,27,Debit Card,0,1,47.9,0,8,No
CUST031565,38,Male,Bangalore,31,77,5555.31,376047.38,34,Credit Card,0,7,0.7,3,13,Yes
CUST031566,23,Male,Chennai,84,154,5245.39,823368.12,9,Credit Card,1,10,58.7,1,8,Yes
CUST031567,27,Female,Hyderabad,13,9,1152.37,11327.75,40,UPI,0,10,3.6,5,0,No
CUST031568,27,Male,Hyderabad,5,10,3037.41,32286.32,74,Wallet,1,6,28.3,4,0,No
CUST031569,33,Female,Delhi,1,2,4418.13,10419.31,37,Net Banking,0,10,3.8,3,0,No
CUST031570,51,Female,Chennai,84,42,2445.44,83516.26,14,Credit Card,0,7,6.0,2,14,No
CUST031571,52,Male,Chennai,39,27,5522.81,156810.89,15,Wallet,0,7,50.5,1,8,No
CUST031572,35,Male,Delhi,11,13,2110.1,26778.97,4,Debit Card,0,2,19.4,1,0,No
CUST031573,40,Female,Bangalore,10,9,445.68,3345.35,3,Debit Card,1,7,20.8,0,0,No
CUST031574,28,Female,Chennai,3,4,1170.39,4949.44,36,Credit Card,1,4,36.9,2,0,Yes
CUST031575,18,Male,Kolkata,1,1,838.89,933.96,25,UPI,1,4,11.6,3,0,Yes
CUST031576,59,Male,Delhi,11,6,3129.21,20344.55,21,Debit Card,1,6,43.2,2,0,No
CUST031577,18,Female,Delhi,14,19,1664.04,32882.54,54,Debit Card,0,7,4.9,0,2,No
CUST031578,18,Male,Mumbai,7,18,1422.45,25335.05,2,Credit Card,1,7,28.9,3,0,No
CUST031579,59,Male,Chennai,8,6,1401.49,6935.56,41,UPI,0,8,23.2,1,1,Yes
CUST031580,38,Male,Hyderabad,44,96,969.08,108204.5,31,Credit Card,1,3,27.8,1,11,No
CUST031581,24,Male,Delhi,47,46,1044.03,56898.03,46,Net Banking,1,4,14.7,1,13,No
CUST031582,46,Female,Chennai,27,21,1622.29,31319.77,22,UPI,1,9,1.2,3,2,No
CUST031583,47,Female,Ahmedabad,28,35,4956.38,151523.98,17,Debit Card,1,8,45.8,0,0,No
CUST031584,22,Male,Hyderabad,35,67,3099.28,247215.75,64,Credit Card,0,9,2.0,1,9,No
CUST031585,31,Female,Chennai,27,54,1594.25,89340.21,104,UPI,1,8,76.3,3,0,No
CUST031586,48,Female,Mumbai,42,63,1739.66,121921.9,2,Credit Card,1,6,8.9,1,12,Yes
CUST031587,28,Male,Ahmedabad,1,2,1093.19,1971.46,47,Net Banking,1,6,180.0,2,0,No
CUST031588,41,Female,Bangalore,34,93,2225.98,192720.98,53,Debit Card,0,5,29.4,4,15,No
CUST031589,55,Female,Bangalore,26,67,456.03,34614.02,19,Credit Card,1,4,71.2,1,11,Yes
CUST031590,18,Female,Pune,2,1,3313.32,3327.46,35,Debit Card,0,10,22.9,0,0,No
CUST031591,33,Female,Bangalore,63,120,1139.4,161083.61,53,Net Banking,1,9,4.1,0,30,Yes
CUST031592,41,Female,Bangalore,4,2,1057.58,2241.98,1,Debit Card,0,10,19.3,2,0,No
CUST031593,18,Male,Pune,19,23,2546.71,63567.57,79,Credit Card,1,8,18.3,5,6,No
CUST031594,31,Female,Delhi,1,2,777.42,1599.74,18,Credit Card,0,6,0.8,3,0,No
CUST031595,50,Female,Delhi,57,77,5006.03,362944.54,15,Debit Card,1,3,3.3,1,0,Yes
CUST031596,29,Male,Delhi,59,155,1511.3,211865.47,37,Net Banking,1,3,8.3,1,63,No
CUST031597,20,Male,Chennai,51,148,2928.42,427220.15,131,Credit Card,1,3,24.3,0,27,Yes
CUST031598,51,Female,Chennai,84,200,4225.88,947923.42,5,Credit Card,1,9,50.4,0,16,No
CUST031599,43,Female,Pune,5,8,1661.36,13500.14,6,Debit Card,1,4,32.6,1,0,No
CUST031600,37,Male,Bangalore,78,148,1128.44,166950.09,6,Debit Card,1,9,39.0,3,23,No
CUST031601,36,Male,Delhi,19,32,779.8,24991.2,21,Wallet,0,10,40.6,2,4,No
CUST031602,50,Female,Bangalore,19,24,6818.67,178293.55,12,Debit Card,0,5,26.8,3,8,Yes
CUST031603,41,Female,Mumbai,12,23,930.4,23373.28,6,Wallet,1,7,87.0,2,7,No
CUST031604,45,Female,Delhi,5,10,2751.87,23772.2,32,Credit Card,1,3,17.6,0,0,Yes
CUST031605,29,Male,Mumbai,66,158,1480.83,248664.46,11,Credit Card,1,4,8.6,1,29,No
CUST031606,18,Male,Mumbai,52,114,2690.4,323217.0,3,Credit Card,1,2,34.5,1,11,No
CUST031607,45,Male,Delhi,84,85,1617.25,134717.19,14,Debit Card,1,10,53.4,2,11,Yes
CUST031608,51,Male,Delhi,23,20,3305.43,74026.22,27,Credit Card,1,7,4.2,0,0,No
CUST031609,35,Female,Ahmedabad,37,70,2954.25,237435.24,47,Net Banking,0,7,46.5,4,5,No
CUST031610,48,Female,Bangalore,15,32,4141.2,114565.19,4,Credit Card,0,6,24.9,0,10,No
CUST031611,33,Male,Mumbai,1,1,2546.29,2288.96,5,Wallet,1,3,111.7,3,0,No
CUST031612,36,Male,Delhi,47,137,1903.69,221755.88,9,Debit Card,0,7,11.2,2,9,No
CUST031613,59,Female,Delhi,24,37,2154.18,83820.59,231,Debit Card,0,4,25.9,1,9,Yes
CUST031614,34,Female,Kolkata,3,2,2359.08,4704.93,12,UPI,1,9,7.5,0,0,No
CUST031615,33,Male,Bangalore,42,122,2131.91,285944.11,73,UPI,1,5,17.7,1,41,No
CUST031616,18,Female,Ahmedabad,22,43,2516.48,100919.22,66,Debit Card,1,8,55.4,0,17,Yes
CUST031617,46,Female,Mumbai,29,22,915.79,19575.63,42,Credit Card,1,8,17.7,0,2,No
CUST031618,29,Male,Kolkata,51,33,1052.79,40237.53,42,Net Banking,0,4,52.9,0,0,No
CUST031619,39,Female,Bangalore,60,95,1112.82,105537.26,16,UPI,1,10,6.8,1,2,Yes
CUST031620,34,Female,Kolkata,5,11,2802.48,31824.2,9,Wallet,0,6,16.1,1,0,No
CUST031621,32,Male,Hyderabad,22,38,1144.31,49704.21,121,Debit Card,1,4,6.6,2,7,Yes
CUST031622,36,Male,Delhi,27,70,974.11,63865.5,48,Credit Card,1,6,32.5,1,10,Yes
